,Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
20285,12,2,4.0,0,16040.0,6
69989,4,0,12.0,0,31608.0,6
13831,14,0,4.0,0,15392.0,6
47751,23,2,10.0,0,28646.0,10
47062,15,2,5.0,1,12828.0,6
45012,22,2,8.0,0,113290.0,6
47696,14,0,6.0,0,36300.0,6
13488,11,2,15.0,2,114575.0,4
58744,36,0,4.0,0,89000.0,5
27340,18,1,10.0,0,54996.0,0
30595,11,0,11.0,2,68745.0,6
44939,36,2,10.0,0,110000.0,6
46410,6,0,15.0,0,90758.0,6
4201,36,0,1.0,0,42600.0,6
27811,36,0,16.0,0,150000.0,0
3470,23,0,6.0,2,14364.0,6
7502,23,3,12.0,0,6468.0,10
20992,12,0,2.0,0,14436.0,5
35928,0,0,9.0,0,17760.0,6
54563,18,2,3.0,0,45401.0,6
55505,23,2,7.0,2,23052.0,6
39995,25,1,10.0,0,70548.0,6
6535,24,0,0.5,0,3900.0,6
21905,36,2,11.0,0,113750.0,6
66845,36,0,4.0,0,90000.0,6
27078,1,0,8.0,0,90662.0,5
60667,18,1,12.0,0,48644.0,6
1362,10,2,10.0,0,74474.0,6
54136,14,0,13.0,0,36300.0,5
14577,36,0,10.0,0,80000.0,6
2240,0,0,10.0,0,25836.0,9
60055,26,0,1.0,0,12972.0,6
36118,23,0,5.0,0,32000.0,9
6379,6,0,10.0,0,57254.0,6
56140,35,0,5.0,0,122796.0,3
23850,36,0,15.0,0,115000.0,6
12505,35,0,3.0,0,36637.0,6
20438,11,2,2.0,2,68750.0,5
45974,1,0,4.0,0,84848.0,9
16305,11,0,3.0,0,49267.0,6
17004,11,0,6.0,0,75619.0,6
57398,25,2,6.0,0,34932.0,5
36506,36,0,1.0,0,52500.0,3
2237,35,1,7.0,0,52339.0,6
43649,36,0,3.0,0,102000.0,4
65974,14,0,1.0,0,5585.0,6
34174,28,2,23.0,2,11004.0,6
20647,32,2,5.0,0,130602.0,6
6902,36,2,0.5,0,70000.0,5
60349,15,1,7.0,0,12828.0,6
38731,4,0,1.0,0,5244.0,4
67227,35,0,5.0,0,58167.0,7
51096,11,0,7.0,0,81074.0,6
58291,32,0,6.0,0,101649.0,9
60176,11,3,17.0,2,77832.0,6
8371,36,0,7.0,0,91000.0,6
63339,6,2,11.0,0,80925.0,6
20587,36,3,39.0,2,145600.0,3
58980,27,0,10.0,0,23472.0,6
11382,0,1,2.0,0,9048.0,6
51718,36,0,5.0,0,80000.0,7
23657,10,2,14.0,2,75719.0,6
60034,11,2,3.0,0,44100.0,6
28696,23,2,16.0,0,40000.0,6
8999,23,0,2.0,0,42696.0,4
47106,29,1,16.0,0,40032.0,6
29194,6,0,19.0,0,76339.0,6
70476,22,2,1.0,0,53948.0,5
46821,1,0,4.0,0,44762.0,6
14121,18,3,10.0,0,51559.0,6
59775,36,0,2.0,0,62000.0,6
30629,1,1,9.0,0,52222.0,10
56082,23,0,6.0,0,20004.0,6
16687,13,3,18.0,0,17316.0,5
10157,36,0,2.0,0,130000.0,6
11709,36,1,2.0,0,38272.0,6
59484,10,0,4.0,0,59454.0,6
69554,4,0,6.0,0,28634.0,6
56341,36,0,4.0,0,100000.0,6
54829,14,0,5.0,0,20943.0,6
49952,14,0,3.0,0,30156.0,6
20040,36,1,5.0,0,55000.0,5
43656,9,2,7.0,0,54049.0,6
40202,36,0,4.0,0,148000.0,6
43468,11,0,7.0,0,63245.0,6
65857,4,0,2.0,0,13740.0,5
491,36,1,21.0,0,130000.0,0
71116,35,0,1.0,0,45241.0,6
67434,36,1,2.0,0,125000.0,7
53287,20,1,5.0,0,40860.0,10
71111,14,2,2.0,0,5028.0,6
6596,28,1,4.0,0,36672.0,6
59149,14,0,4.0,0,9773.0,9
55174,8,0,9.0,0,86844.0,6
43524,35,0,2.0,0,40070.0,6
44432,36,0,13.0,0,118500.0,6
29649,3,0,2.0,0,38616.0,9
62395,36,0,8.0,0,180000.0,5
50576,22,0,20.0,0,86316.0,9
11592,36,0,8.0,0,75000.0,6
70593,1,0,16.0,0,200429.0,6
59870,26,2,5.0,0,24863.0,6
7886,36,1,13.0,0,130000.0,2
40495,36,0,3.0,0,71000.0,4
2650,23,1,4.0,0,19572.0,6
61055,10,2,3.0,0,37834.0,6
15931,11,2,1.0,0,60152.0,6
52320,23,0,10.0,0,6996.0,6
11264,25,0,2.0,0,32064.0,6
16404,31,0,4.0,0,49044.0,0
643,25,2,15.0,0,51300.0,6
65326,22,0,10.0,0,91711.0,6
30902,36,2,5.0,0,150000.0,5
29082,3,3,18.0,0,54996.0,6
42507,14,2,5.0,0,5040.0,6
23094,19,1,5.0,0,26388.0,10
19265,20,0,5.0,0,49267.0,6
65322,0,2,5.0,0,24000.0,6
33854,15,0,7.0,0,9700.0,9
53623,23,0,8.0,0,44965.0,6
58242,32,1,15.0,2,152473.0,6
8003,36,2,8.0,0,200000.0,6
27741,14,0,2.0,0,5597.0,6
66177,35,0,6.0,0,84019.0,6
66041,25,0,7.0,0,36444.0,6
65899,35,1,3.0,0,29083.0,6
2718,30,3,15.0,0,45830.0,6
24166,23,2,1.0,0,18000.0,6
7557,19,0,8.0,0,21046.0,6
5726,36,2,7.0,0,120000.0,0
45052,36,0,11.0,0,119000.0,6
12365,36,1,1.0,0,54000.0,6
22055,27,0,3.0,1,8100.0,10
35748,21,1,7.0,2,58624.0,9
23745,36,0,18.0,0,95000.0,6
7870,36,0,4.0,2,90000.0,5
52071,28,2,3.0,0,13212.0,6
3636,14,0,5.0,0,6720.0,3
1716,23,0,5.0,2,11436.0,9
71109,1,2,15.0,0,80172.0,9
53252,36,2,25.0,0,175000.0,6
12652,14,0,7.0,0,16788.0,9
7798,36,2,11.0,0,200000.0,6
21166,34,2,3.0,0,38400.0,6
66712,36,0,35.0,0,83000.0,4
37009,6,0,7.0,0,62598.0,6
55075,15,0,4.0,0,28500.0,6
12868,14,0,3.0,0,3360.0,6
61650,36,2,5.0,0,190000.0,6
44119,19,0,3.0,1,5172.0,6
51624,30,0,18.0,0,27025.0,5
44617,21,0,5.0,0,38334.0,6
49356,31,1,8.0,0,67502.0,6
56437,8,0,2.0,1,17364.0,6
1543,36,0,14.0,0,111800.0,4
28203,31,0,3.0,2,46392.0,6
19633,23,2,4.0,0,14316.0,6
51988,23,0,2.0,0,10596.0,5
64132,29,0,5.0,0,49632.0,6
42956,36,0,6.0,0,210000.0,6
4037,25,2,0.5,0,19884.0,6
39660,29,0,15.0,0,36027.0,6
12512,25,3,3.0,0,44892.0,6
25621,14,0,2.0,0,3192.0,6
30584,10,0,3.0,1,21996.0,9
10626,17,0,8.0,1,85776.0,6
28685,10,2,21.0,2,114575.0,6
66213,11,2,8.0,0,84316.0,6
5127,14,0,0.5,0,12594.0,6
33804,36,1,13.0,0,75000.0,6
59895,35,0,0.5,0,29083.0,6
36477,4,0,2.0,0,8856.0,6
23263,36,0,8.0,0,127500.0,6
65614,4,2,11.0,0,38484.0,6
391,36,0,1.0,0,45000.0,6
65877,6,0,2.0,0,34034.0,9
48471,10,0,11.0,0,47563.0,10
47400,14,2,6.0,0,19546.0,6
60024,4,0,12.0,0,21996.0,5
16133,34,2,3.0,0,11688.0,5
6761,31,0,8.0,0,58320.0,6
63485,11,2,20.0,0,91883.0,3
17785,18,2,7.0,0,44684.0,6
2681,20,0,9.0,0,53328.0,6
13608,7,1,24.0,0,27816.0,6
58930,18,1,6.0,0,32429.0,6
64192,25,0,7.0,0,91128.0,6
40684,18,0,9.0,0,24744.0,6
11927,23,0,7.0,0,25968.0,5
26486,35,0,13.0,0,83742.0,6
16830,36,1,3.0,0,75000.0,6
12513,35,0,2.0,0,31403.0,6
12918,36,1,7.0,0,95000.0,10
19553,23,1,15.0,0,14628.0,9
32418,23,2,4.0,0,8976.0,9
39320,36,3,30.0,0,138000.0,5
426,17,0,6.0,0,59376.0,6
5885,6,1,11.0,0,72522.0,9
36287,35,0,6.0,0,58881.0,5
39476,36,0,6.0,0,130000.0,5
49494,9,0,5.0,0,49296.0,6
69568,6,2,21.0,0,68068.0,6
67567,36,0,10.0,0,120000.0,6
13118,30,3,10.0,0,27492.0,6
56395,4,0,12.0,0,27492.0,6
11,36,1,8.0,0,114000.0,6
5508,28,2,4.0,0,9348.0,5
52200,0,1,6.0,0,38439.0,6
41550,19,0,6.0,0,24252.0,6
62563,11,2,6.0,0,60535.0,6
22157,36,0,6.0,0,128000.0,6
23067,11,1,5.0,0,41247.0,5
70951,23,2,9.0,0,62268.0,6
932,14,0,12.0,0,25187.0,5
49324,20,2,3.0,0,78912.0,6
52645,16,0,0.5,0,35676.0,6
51129,25,2,10.0,0,54672.0,6
13064,6,0,5.0,0,57254.0,6
65659,36,2,2.0,0,77000.0,4
2615,36,0,9.0,0,86000.0,6
50422,23,0,2.0,0,35280.0,5
35762,36,2,5.0,0,160250.0,6
29240,36,1,16.0,2,185000.0,6
53089,36,0,3.0,0,70000.0,5
30756,4,2,13.0,0,54638.0,9
71000,2,0,26.0,2,97288.0,6
18461,23,0,4.0,0,31620.0,6
40374,1,0,9.0,0,39168.0,5
56562,25,0,1.0,2,42528.0,6
41210,36,0,2.0,0,53300.0,6
48670,12,0,2.0,0,25944.0,6
10237,23,2,10.0,0,58083.0,9
42852,4,0,0.5,0,4920.0,5
45905,36,0,24.0,0,185000.0,6
18525,13,0,18.0,0,43308.0,6
62992,20,0,35.0,2,118908.0,6
27454,6,1,20.0,2,22902.0,6
54654,23,0,8.0,0,23064.0,6
52124,36,0,20.0,2,220000.0,5
49619,11,2,3.0,0,49296.0,6
72,36,0,9.0,0,83200.0,6
22965,0,1,9.0,0,19380.0,9
44920,26,3,2.0,1,12972.0,6
2294,23,0,8.0,0,53374.0,6
36647,14,0,12.0,0,46596.0,6
54543,11,2,8.0,0,74588.0,6
42093,14,2,7.0,0,16302.0,10
17721,36,0,12.0,0,114000.0,6
47725,14,0,3.0,0,5028.0,6
66031,1,0,20.0,0,86853.0,6
29835,35,2,9.0,0,95518.0,9
47625,14,0,1.0,0,5028.0,6
54983,35,2,8.0,0,56874.0,6
41867,36,0,9.0,0,85000.0,6
32207,23,0,1.0,0,24744.0,9
62086,25,0,2.0,0,27948.0,6
43997,36,0,4.0,0,93000.0,6
18942,36,1,10.0,0,70000.0,9
65803,6,2,15.0,0,79413.0,9
51219,36,2,12.0,0,125000.0,6
57651,14,0,4.0,0,7679.0,10
51053,11,3,15.0,0,73020.0,6
56269,36,0,1.0,2,25000.0,3
54227,23,2,8.0,0,55944.0,6
49337,25,3,7.0,0,29160.0,6
36591,22,0,7.0,0,104276.0,6
12841,36,0,11.0,0,175000.0,6
29064,28,2,4.0,0,20172.0,6
59187,11,1,7.0,0,91883.0,6
25550,23,0,2.0,0,2640.0,6
18780,23,0,2.0,0,30936.0,3
30464,11,0,3.0,0,46056.0,6
32644,14,0,3.0,0,5040.0,6
4796,36,2,17.0,0,105000.0,6
53,36,0,2.0,0,45000.0,6
47641,14,2,6.0,0,9773.0,6
6885,36,0,24.0,0,150000.0,5
63602,10,2,7.0,0,51887.0,6
48814,34,0,10.0,0,13704.0,6
23013,36,2,4.0,0,30000.0,6
47094,36,0,6.0,0,83000.0,5
43252,36,0,6.0,0,90000.0,6
25386,11,0,7.0,0,75619.0,6
15975,36,0,38.0,0,125000.0,6
70956,25,2,4.0,0,21264.0,9
46364,1,1,6.0,0,76831.0,6
70145,36,1,4.0,0,150000.0,6
44556,36,0,13.0,0,180000.0,6
14616,6,0,1.0,0,51147.0,5
70495,28,0,2.0,0,7548.0,6
68486,7,0,5.0,0,51964.0,9
58295,12,2,15.0,0,77831.0,6
56758,4,3,5.0,0,8772.0,10
35619,2,0,5.0,0,48121.0,6
22698,31,0,6.0,0,47724.0,6
57712,23,0,8.0,0,27924.0,6
64883,23,2,17.0,0,54049.0,6
16753,31,1,3.0,0,45072.0,6
44251,6,1,8.0,0,60505.0,10
5030,20,0,3.0,0,62558.0,6
36938,14,0,9.0,0,13993.0,6
55611,35,0,7.0,0,58167.0,6
26647,14,0,4.0,0,9240.0,6
55795,36,2,10.0,0,95000.0,6
68720,25,0,6.0,2,38268.0,6
45753,36,2,0.5,0,84000.0,5
52491,36,1,16.0,0,66000.0,10
65906,36,2,15.0,0,150000.0,6
27270,12,2,3.0,0,32081.0,6
8871,20,2,3.0,1,61872.0,6
52206,4,0,12.0,0,16493.0,9
26457,14,0,2.0,0,3358.0,6
37919,4,0,13.0,2,39336.0,10
11797,36,0,7.0,0,180000.0,9
27080,36,0,3.0,0,110000.0,5
60993,18,0,10.0,2,54049.0,5
56206,10,2,7.0,0,51887.0,6
15981,18,0,11.0,0,57287.0,6
56770,11,2,3.0,0,61616.0,6
56442,19,0,4.0,0,25860.0,9
36076,20,2,23.0,0,53076.0,5
45164,36,2,18.0,0,128000.0,6
60442,35,0,6.0,0,58167.0,6
69191,36,2,5.0,0,166000.0,2
24270,36,1,22.0,0,110000.0,9
57357,14,2,10.0,0,41885.0,5
56339,4,0,3.0,0,9050.0,6
38564,23,0,2.0,0,36000.0,9
56152,36,2,11.0,0,75000.0,6
30304,36,1,8.0,0,105000.0,9
10378,22,2,10.0,0,118495.0,6
50976,23,1,3.0,1,6528.0,6
14192,36,0,3.0,0,80000.0,5
59923,36,0,7.0,0,150000.0,6
931,36,0,22.0,0,180000.0,2
5661,1,1,10.0,0,58024.0,6
3309,35,0,1.0,0,32712.0,6
53548,23,1,6.0,0,35472.0,6
15420,36,2,7.0,0,70000.0,4
42172,36,2,3.0,0,80000.0,3
29326,36,0,35.0,0,80000.0,6
44243,6,0,20.0,0,90758.0,6
19440,35,2,1.0,0,36637.0,2
1905,36,0,2.0,0,68000.0,6
52119,36,0,10.0,0,107000.0,6
49205,10,2,19.0,0,58373.0,6
12251,36,2,11.0,0,175000.0,6
4156,23,1,5.0,0,9972.0,4
46493,23,0,2.0,0,4620.0,6
70312,22,0,21.0,0,59882.0,6
56198,36,0,1.0,0,120000.0,6
65724,23,0,10.0,2,21288.0,6
63582,16,0,12.0,0,218358.0,6
14004,30,2,13.0,2,68745.0,6
70531,4,2,11.0,0,57250.0,9
5673,6,2,0.5,0,49620.0,2
33433,7,2,2.0,1,14964.0,6
32742,23,0,4.0,0,13020.0,9
69314,4,3,35.0,0,43980.0,5
11905,23,0,4.0,0,16836.0,9
18678,7,2,16.0,0,53460.0,6
6803,10,2,0.5,0,41244.0,4
20474,8,2,2.0,0,60768.0,6
29878,10,2,1.0,0,46976.0,6
15526,23,0,10.0,0,24912.0,10
28590,14,0,7.0,0,22395.0,9
57382,24,0,5.0,0,5760.0,6
68052,28,3,10.0,2,62280.0,9
37770,35,0,3.0,0,53647.0,6
12671,4,0,4.0,0,19668.0,9
69961,36,0,5.0,0,135000.0,3
24990,26,2,18.0,0,17868.0,6
36537,23,0,18.0,0,40800.0,6
50632,31,1,2.0,0,37560.0,6
54420,16,0,3.0,0,59454.0,6
33391,36,0,5.0,0,90000.0,6
40729,11,2,10.0,0,97389.0,6
43233,27,1,3.0,0,28920.0,6
65115,33,1,12.0,2,29580.0,5
20919,36,0,11.0,0,160000.0,6
10581,16,2,4.0,0,35518.0,6
50595,11,3,9.0,0,40212.0,6
7811,14,0,15.0,0,55971.0,5
51439,23,1,8.0,0,21732.0,6
8822,4,0,10.0,0,17052.0,9
1636,35,1,8.0,2,86359.0,9
24781,24,0,8.0,0,12132.0,6
44943,36,2,5.0,0,100000.0,6
65164,27,2,15.0,2,72036.0,6
5116,25,2,9.0,0,43284.0,6
54056,17,0,12.0,0,129588.0,6
48433,35,0,4.0,0,35249.0,5
35320,20,0,3.0,0,61872.0,6
40974,24,2,4.0,0,6072.0,6
42333,22,0,20.0,2,100721.0,6
13830,30,1,19.0,0,54996.0,6
48253,25,2,10.0,0,42528.0,6
68611,11,2,3.0,0,58368.0,3
263,36,1,35.0,0,145000.0,5
66302,35,0,7.0,0,74970.0,6
52305,23,0,13.0,2,18000.0,9
55380,33,2,8.0,2,88752.0,5
13610,23,2,6.0,0,55596.0,6
36532,2,2,8.0,0,80202.0,5
31691,14,2,1.0,0,2016.0,6
47331,30,2,10.0,0,49725.0,6
67271,36,0,6.0,0,125000.0,9
10658,6,0,5.0,0,106874.0,6
13147,30,3,10.0,0,36664.0,6
22243,6,0,3.0,0,61071.0,1
39554,36,0,22.0,0,250000.0,6
50319,11,0,3.0,0,59454.0,6
22264,36,1,11.0,0,68148.0,10
32604,36,2,10.0,0,180000.0,6
49503,34,0,16.0,0,38772.0,6
29185,6,3,33.0,2,150000.0,6
71202,8,0,16.0,0,74676.0,6
24889,36,0,4.0,0,80000.0,6
20877,35,2,10.0,0,52339.0,6
38987,4,0,33.0,2,26232.0,6
9733,36,2,9.0,0,200000.0,6
53760,11,0,4.0,1,38916.0,6
13930,18,0,27.0,0,51559.0,6
31204,36,0,10.0,0,105000.0,6
37059,36,2,2.0,0,77000.0,6
41790,36,0,12.0,0,150000.0,5
50850,31,1,13.0,0,57684.0,6
68112,14,3,18.0,2,4189.0,6
47155,11,2,14.0,0,70264.0,6
16413,35,0,4.0,0,36637.0,6
33694,1,0,22.0,2,126927.0,6
29497,36,0,13.0,2,100000.0,6
2301,17,1,4.0,2,51960.0,6
31120,6,3,2.0,0,49620.0,2
59371,24,2,8.0,0,3888.0,6
61220,11,2,4.0,0,59454.0,9
54453,30,2,1.0,0,3243.0,4
19168,36,1,11.0,0,100000.0,6
11886,36,2,2.0,0,73000.0,9
68434,18,0,32.0,0,59454.0,6
47142,9,2,15.0,0,53184.0,6
68072,14,2,3.0,0,5822.0,6
56696,36,0,25.0,0,122000.0,6
9202,10,0,10.0,0,57287.0,4
15509,23,0,3.0,0,35544.0,9
9555,14,0,4.0,0,5877.0,6
62025,23,0,2.0,0,10032.0,9
52310,34,2,3.0,0,1464.0,6
52073,30,1,1.0,0,25944.0,6
34233,11,2,15.0,2,91660.0,6
67186,10,2,1.0,0,35672.0,6
20912,23,0,3.0,0,7908.0,9
9571,36,1,4.0,0,80000.0,6
66935,36,0,13.0,0,200000.0,6
25619,35,0,2.0,0,40236.0,10
59639,23,1,2.0,0,6612.0,3
30862,36,0,14.0,0,150000.0,6
41547,36,0,14.0,0,130000.0,6
58299,28,0,1.0,0,10380.0,2
21235,23,0,4.0,0,13764.0,6
8124,14,0,7.0,0,20989.0,6
4093,8,0,10.0,0,110484.0,4
66224,4,0,2.0,0,6876.0,6
4113,32,1,27.0,1,72336.0,10
3100,36,1,3.0,0,100000.0,6
58093,28,2,10.0,0,13212.0,6
6245,36,0,20.0,2,150000.0,6
21266,14,0,1.0,0,13993.0,6
54010,36,0,5.0,0,106000.0,6
29315,36,0,10.0,0,190000.0,6
1464,36,1,7.0,1,10000.0,5
49659,23,1,3.0,1,8820.0,6
57990,2,2,5.0,0,45396.0,6
23622,4,0,9.0,0,24588.0,9
44572,23,2,13.0,0,64860.0,6
58370,23,0,11.0,0,1294.0,6
3552,28,2,12.0,0,11916.0,3
35633,23,0,0.5,0,14400.0,6
58843,8,2,9.0,0,119832.0,6
42301,20,3,38.0,2,68745.0,3
12772,36,2,2.0,0,66600.0,6
67669,36,0,37.0,0,250000.0,6
5286,19,1,4.0,0,12564.0,9
63857,31,1,5.0,0,38352.0,10
46354,4,2,14.0,0,60000.0,6
28504,36,0,16.0,0,120000.0,6
26273,11,0,3.0,0,57744.0,6
63946,23,0,15.0,0,129720.0,5
10494,3,1,4.0,0,52248.0,6
43431,10,2,10.0,0,31620.0,6
18924,1,0,2.0,0,101542.0,6
41672,26,2,15.0,0,34368.0,6
20222,36,2,21.0,2,162240.0,9
55940,35,0,5.0,0,51704.0,6
61920,23,0,3.0,0,10344.0,6
43889,36,0,9.0,0,107000.0,6
37102,35,2,5.0,0,52339.0,5
55352,31,2,30.0,2,102276.0,5
26705,31,2,4.0,0,53028.0,6
1158,1,0,20.0,0,89937.0,6
22090,36,1,2.0,0,80000.0,10
35837,36,1,3.0,1,16000.0,6
59011,28,0,2.0,0,15660.0,6
25263,27,0,1.0,0,14460.0,5
3355,36,1,23.0,0,142000.0,8
64477,23,0,6.0,0,25824.0,9
30135,23,0,18.0,2,48000.0,6
67001,11,0,5.0,0,73507.0,6
12092,36,3,18.0,0,170000.0,6
68687,11,1,10.0,0,49725.0,6
52467,36,1,4.0,0,100000.0,6
6868,23,2,3.0,0,20628.0,5
258,34,2,5.0,0,2300.0,5
21039,10,0,1.0,2,35748.0,6
26822,25,2,13.0,2,46200.0,6
43223,30,3,32.0,0,34368.0,6
44671,36,2,23.0,0,88000.0,2
62350,35,0,25.0,2,240423.0,6
35871,32,1,15.0,0,80371.0,6
25633,16,2,6.0,0,80202.0,2
8801,6,0,5.0,0,76339.0,6
33195,23,2,6.0,0,28740.0,6
8326,6,0,4.0,0,54200.0,5
50836,36,0,8.0,0,77000.0,6
48946,14,2,6.0,0,12566.0,6
25826,23,0,3.0,0,9360.0,10
31492,36,0,3.0,0,105000.0,3
47695,14,0,6.0,0,16752.0,6
15300,22,1,13.0,0,60669.0,9
43479,12,1,4.0,0,16500.0,6
50178,20,0,4.0,0,46704.0,5
60650,20,0,7.0,0,42156.0,6
45450,36,0,10.0,0,120000.0,6
23028,11,0,3.0,0,19248.0,10
11854,36,2,6.0,0,158600.0,6
18352,36,0,1.0,0,77000.0,6
71201,17,0,13.0,0,113823.0,6
53840,36,0,10.0,0,187000.0,9
46188,36,1,15.0,2,99223.0,8
33589,20,0,9.0,0,65308.0,8
18683,36,0,14.0,0,120000.0,6
58919,11,1,17.0,0,99991.0,9
42672,25,0,9.0,0,30528.0,6
38791,35,2,2.0,0,21590.0,3
35581,19,0,10.0,0,38952.0,0
55574,35,0,6.0,0,51704.0,6
64734,36,0,3.0,0,55000.0,6
7695,14,1,8.0,0,134328.0,10
16290,36,1,12.0,0,62000.0,6
33692,23,0,13.0,2,8784.0,6
47483,23,3,25.0,0,44965.0,6
42831,14,0,0.5,0,5714.0,5
60376,10,3,6.0,0,65940.0,5
24438,36,0,6.0,0,84000.0,6
42226,20,0,3.0,0,54996.0,6
820,34,2,8.0,0,43284.0,6
11609,13,2,17.0,0,51960.0,5
4660,36,0,2.0,0,65000.0,6
63526,14,0,1.0,0,8376.0,5
38676,8,2,2.0,0,41244.0,6
31981,35,1,9.0,0,28786.0,5
648,23,2,7.0,0,4404.0,6
33839,36,2,12.0,0,135000.0,6
33943,35,3,3.0,0,34372.0,3
16243,3,0,2.0,0,30408.0,6
41431,23,1,3.0,2,7164.0,10
47667,11,1,3.0,0,32424.0,6
57749,27,0,8.0,0,48644.0,6
13106,14,0,0.5,0,52056.0,6
6014,34,2,2.0,0,13104.0,2
46842,14,0,2.0,0,5026.0,9
36925,7,0,7.0,0,20316.0,6
69615,14,0,6.0,0,21641.0,6
52916,26,0,5.0,0,20760.0,5
29502,17,1,3.0,0,26388.0,6
4548,35,1,10.0,0,43464.0,9
19058,0,1,3.0,1,9048.0,6
13034,36,0,22.0,0,118000.0,6
34567,19,0,4.0,2,15708.0,6
40827,19,0,3.0,0,18852.0,6
34879,11,0,20.0,2,171862.0,6
29468,36,0,20.0,0,109000.0,6
15706,11,0,2.0,0,56376.0,9
23854,36,1,1.0,0,54000.0,6
63592,33,1,8.0,0,37726.0,6
38755,31,2,12.0,0,76884.0,9
19528,34,0,2.0,0,29868.0,6
59093,20,2,21.0,2,191650.0,6
71037,18,2,6.0,0,48644.0,6
23587,23,0,13.0,0,79092.0,6
4059,23,0,5.0,2,18348.0,9
68036,14,0,2.0,2,20000.0,6
48627,11,0,11.0,0,30267.0,9
15936,36,1,16.0,0,97000.0,8
36599,6,0,2.0,0,45803.0,2
13755,26,1,1.0,0,20628.0,6
6988,26,3,10.0,0,24744.0,6
9123,36,1,11.0,0,64000.0,6
63317,6,2,5.0,0,60505.0,6
14055,36,0,3.0,0,90000.0,9
16111,36,0,2.0,0,64000.0,4
10418,31,1,19.0,0,92796.0,6
28976,20,0,16.0,0,70116.0,9
22589,23,3,5.0,0,4572.0,3
66623,14,0,3.0,0,13962.0,6
36503,23,0,2.0,0,3744.0,6
56778,4,1,13.0,0,23364.0,10
29664,1,1,15.0,0,108795.0,6
50826,14,0,4.0,0,4188.0,6
57610,14,2,6.0,0,7704.0,9
6233,11,0,6.0,0,40101.0,6
6253,36,2,13.0,0,140000.0,6
45554,36,0,6.0,0,65000.0,6
58820,1,0,7.0,0,120257.0,6
40561,14,2,2.0,0,52392.0,6
15258,4,2,12.0,0,68844.0,6
9861,36,0,5.0,0,97000.0,6
30446,23,1,3.0,0,32868.0,6
65311,30,0,23.0,0,48644.0,6
44762,36,2,19.0,0,145000.0,6
10263,35,0,12.0,0,69349.0,6
39493,31,1,8.0,0,87492.0,6
47807,23,0,4.0,0,43029.0,6
43655,19,0,12.0,0,38784.0,6
6739,14,0,3.0,0,8396.0,6
1389,15,0,4.0,2,5700.0,9
18691,11,0,4.0,0,61872.0,6
27620,2,2,12.0,0,68748.0,6
16580,36,0,20.0,0,105000.0,5
21646,35,0,2.0,0,32058.0,5
65057,36,3,5.0,0,170000.0,3
5557,23,1,11.0,2,25848.0,6
11298,9,0,9.0,2,144360.0,9
29088,15,0,2.0,1,7150.0,6
54987,28,2,2.0,0,15096.0,5
27255,35,2,3.0,0,85051.0,6
768,35,1,8.0,0,35329.0,6
46087,26,2,2.0,0,19452.0,6
26876,11,2,5.0,0,54996.0,3
29037,35,0,2.0,0,66994.0,6
9264,36,0,5.0,0,120000.0,6
37288,36,1,4.0,0,59600.0,9
68231,30,2,10.0,0,28105.0,9
12492,23,1,3.0,2,11940.0,9
54507,3,0,16.0,0,51888.0,6
56085,6,1,17.0,0,73362.0,6
5078,15,2,2.0,0,4272.0,6
39545,36,0,18.0,0,150000.0,6
31714,4,0,10.0,0,16392.0,6
62683,10,2,3.0,0,38916.0,6
57123,0,0,6.0,0,25296.0,9
15073,10,0,5.0,2,73350.0,4
38509,13,0,1.0,0,12996.0,6
56222,36,0,4.0,0,82500.0,6
22510,36,0,20.0,0,100000.0,6
45458,36,1,21.0,0,90000.0,6
62218,27,0,3.0,0,29988.0,7
56739,36,1,5.0,0,120000.0,8
2250,23,1,6.0,0,10788.0,6
44255,36,0,3.0,0,85000.0,4
58188,23,0,5.0,0,27240.0,6
1442,35,0,4.0,0,43180.0,6
44032,36,1,3.0,0,100000.0,8
67737,1,0,25.0,0,56788.0,5
20228,0,1,4.0,0,14208.0,10
49418,11,0,5.0,0,73507.0,6
50865,30,3,7.0,0,30267.0,6
23893,36,0,2.0,0,60000.0,6
2489,16,0,3.0,0,40101.0,6
22341,18,1,0.5,0,18000.0,6
70543,31,1,6.0,0,69468.0,8
32489,14,0,4.0,0,10080.0,6
13985,23,2,9.0,2,54996.0,6
31398,18,1,3.0,0,28644.0,10
15259,11,0,11.0,0,72182.0,6
57045,23,0,6.0,0,5652.0,6
4705,11,2,20.0,0,114575.0,6
3319,22,0,2.0,0,72874.0,9
39275,31,0,35.0,0,59652.0,6
15601,23,0,2.0,0,3876.0,9
64207,8,2,13.0,0,68184.0,6
4079,35,1,3.0,0,23553.0,6
45207,36,0,32.0,2,144000.0,9
8761,35,0,18.0,0,75891.0,6
5133,35,1,4.0,0,27805.0,3
21822,25,1,6.0,2,42750.0,6
31197,36,0,6.0,0,100000.0,2
1800,7,2,15.0,0,106908.0,6
23846,30,2,5.0,0,20628.0,5
19486,28,1,24.0,0,21996.0,8
13377,36,2,5.0,0,92000.0,4
50036,18,1,7.0,0,30267.0,6
27442,23,0,5.0,0,17796.0,5
42490,36,0,7.0,0,78000.0,6
62387,21,1,1.0,0,57501.0,9
60094,23,0,15.0,0,28248.0,6
911,17,0,3.0,0,89076.0,10
65644,36,0,21.0,0,80000.0,9
49884,23,1,10.0,0,22056.0,6
